Problem No,Problem Category,Problem Name,Tags,Difficulty,Total solve
1728,E,Red-Black Pepper,"['brute force', 'data structures', 'greedy', 'math', 'number theory']",2300,1458
1728,D,Letter Picking,"['constructive algorithms', 'dp', 'games', 'two pointers']",1800,5917
1728,C,Digital Logarithm,"['data structures', 'greedy', 'sortings']",1400,12999
1728,B,Best Permutation,"['constructive algorithms', 'greedy']",800,19153
1728,A,Colored Balls: Revisited,"['brute force', 'greedy', 'implementation', 'sortings']",800,23333
1726,H,Mainak and the Bleeding Polygon,"['binary search', 'geometry', 'implementation', 'math']",3500,68
1726,G,A Certain Magical Party,"['combinatorics', 'data structures', 'greedy', 'sortings']",3300,195
1726,F,Late For Work (submissions are not allowed),"['data structures', 'greedy', 'schedules', 'shortest paths']",2900,131
1726,E,Almost Perfect,"['combinatorics', 'fft', 'math']",2400,1207
1726,D,Edge Split,"['brute force', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'probabilities', 'trees']",2000,3205
1726,C,Jatayu's Balanced Bracket Sequence,"['data structures', 'dsu', 'graphs', 'greedy']",1300,10890
1726,B,Mainak and Interesting Sequence,"['bitmasks', 'constructive algorithms', 'math']",1100,13647
1726,A,Mainak and Array,"['greedy', 'math']",900,17397
1725,M,Moving Both Hands,"['dp', 'graphs', 'shortest paths']",1800,2157
1725,L,Lemper Cooking Competition,['data structures'],2400,675
1725,K,Kingdom of Criticism,"['data structures', 'dsu']",2500,442
1725,J,Journey,"['dp', 'trees']",2500,282
1725,I,Imitating the Key Tree,"['combinatorics', 'dsu', 'trees']",2800,149
1725,H,Hot Black Hot White,"['constructive algorithms', 'math']",1800,2077
1725,G,Garage,"['binary search', 'geometry', 'math']",1500,4682
1725,F,Field Photography,"['bitmasks', 'data structures', 'sortings']",2100,810
1725,E,Electrical Efficiency,"['combinatorics', 'data structures', 'dp', 'math', 'number theory', 'trees']",2500,301
1725,D,Deducing Sortability,"['binary search', 'bitmasks', 'math']",2900,106
1725,C,Circular Mirror,"['binary search', 'combinatorics', 'geometry', 'math', 'two pointers']",2000,1243
1725,B,Basketball Together,"['binary search', 'greedy', 'sortings']",1000,9077
1725,A,Accumulation of Dominoes,['math'],800,8484
1722,G,Even-Odd XOR,"['bitmasks', 'constructive algorithms', 'greedy']",1500,8137
1722,F,L-shapes,"['dfs and similar', 'implementation']",1700,5597
1722,E,Counting Rectangles,"['brute force', 'data structures', 'dp', 'implementation']",1600,8169
1722,D,Line,"['greedy', 'sortings']",1100,19126
1722,C,Word Game,"['data structures', 'implementation']",800,25437
1722,B,Colourblindness,['implementation'],800,36161
1722,A,Spell Check,['implementation'],800,37707
1721,F,Matching Reduction,"['brute force', 'constructive algorithms', 'dfs and similar', 'flows', 'graph matchings', 'graphs', 'interactive']",2800,304
1721,E,Prefix Function Queries,"['dfs and similar', 'dp', 'hashing', 'string suffix structures', 'strings', 'trees']",2200,1549
1721,D,Maximum AND,"['bitmasks', 'dfs and similar', 'divide and conquer', 'greedy', 'sortings']",1800,5398
1721,C,Min-Max Array Transformation,"['binary search', 'greedy', 'two pointers']",1400,11567
1721,B,Deadly Laser,['implementation'],1000,19569
1721,A,Image,"['greedy', 'implementation']",800,24927
1720,E,Misha and Paintings,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math']",2700,672
1720,D2,Xor-Subsequence (hard version),"['bitmasks', 'data structures', 'dp', 'strings', 'trees']",2400,1527
1720,D1,Xor-Subsequence (easy version),"['bitmasks', 'brute force', 'dp', 'strings', 'trees', 'two pointers']",1800,5068
1720,C,Corners,"['greedy', 'implementation']",1200,14767
1720,B,Interesting Sum,"['brute force', 'data structures', 'greedy', 'math', 'sortings']",800,19458
1720,A,Burenka Plays with Fractions,"['math', 'number theory']",900,19824
1719,C,Fighting Tournament,"['binary search', 'data structures', 'implementation', 'two pointers']",1400,11550
1719,B,Mathematical Circus,"['constructive algorithms', 'math']",800,17678
1719,A,Chip Game,"['games', 'math']",800,23642
1718,F,"Burenka, an Array and Queries","['data structures', 'math', 'number theory']",3300,120
1718,E,Impressionism,"['constructive algorithms', 'graphs', 'implementation', 'math']",3500,88
1718,D,Permutation for Burenka,"['data structures', 'graph matchings', 'greedy', 'math', 'trees']",3300,207
1718,C,Tonya and Burenka-179,"['data structures', 'greedy', 'math', 'number theory']",2400,1299
1718,B,Fibonacci Strings,"['greedy', 'implementation', 'math', 'number theory']",2000,2519
1718,A2,Burenka and Traditions (hard version),"['data structures', 'dp', 'greedy']",1900,4314
1718,A1,Burenka and Traditions (easy version),"['dp', 'greedy']",1800,4803
1717,F,Madoka and The First Session,"['constructive algorithms', 'flows', 'graph matchings', 'graphs', 'implementation']",2500,437
1717,E,Madoka and The Best University,"['math', 'number theory']",2200,2100
1717,D,Madoka and The Corruption Scheme,"['combinatorics', 'constructive algorithms', 'greedy', 'math']",1900,3850
1717,C,Madoka and Formal Statement,['greedy'],1300,12547
1717,B,Madoka and Underground Competitions,"['constructive algorithms', 'implementation']",1100,13651
1717,A,Madoka and Strange Thoughts,"['math', 'number theory']",800,18235
1716,F,Bags with Balls,"['combinatorics', 'dp', 'math', 'number theory']",2500,815
1716,E,Swap and Maximum Block,"['bitmasks', 'data structures', 'dfs and similar', 'divide and conquer', 'dp']",2500,855
1716,D,Chip Move,"['brute force', 'dp', 'math']",2000,4361
1716,C,Robot in a Hallway,"['data structures', 'dp', 'greedy', 'implementation', 'ternary search']",2000,3685
1716,B,Permutation Chain,"['constructive algorithms', 'math']",800,20610
1716,A,2-3 Moves,"['greedy', 'math']",800,28860
1715,F,Crop Squares,"['constructive algorithms', 'geometry', 'interactive', 'math']",2700,442
1715,E,Long Way Home,"['data structures', 'divide and conquer', 'dp', 'geometry', 'graphs', 'greedy', 'shortest paths']",2400,1303
1715,D,2+ doors,"['2-sat', 'bitmasks', 'graphs', 'greedy']",1900,4257
1715,C,Monoblock,"['combinatorics', 'data structures', 'implementation', 'math']",1700,7561
1715,B,Beautiful Array,"['constructive algorithms', 'greedy', 'math']",1000,17994
1715,A,Crossmarket,"['constructive algorithms', 'greedy', 'math']",800,22250
1714,G,Path Prefixes,"['binary search', 'data structures', 'dfs and similar', 'trees']",1700,5965
1714,F,Build a Tree and That Is It,"['constructive algorithms', 'implementation', 'trees']",1900,2662
1714,E,Add Modulo 10,"['brute force', 'math', 'number theory']",1400,12779
1714,D,Color with Occurrences,"['brute force', 'data structures', 'dp', 'greedy', 'strings']",1600,7444
1714,C,Minimum Varied Number,['greedy'],800,26860
1714,B,Remove Prefix,"['data structures', 'greedy', 'implementation']",800,26038
1714,A,Everyone Loves to Sleep,"['implementation', 'math']",900,25169
1713,F,Lost Array,"['bitmasks', 'combinatorics', 'constructive algorithms', 'dp', 'math']",2900,408
1713,E,Cross Swapping,"['2-sat', 'data structures', 'dsu', 'greedy', 'matrices']",2400,1351
1713,D,Tournament Countdown,"['constructive algorithms', 'greedy', 'interactive', 'number theory', 'probabilities']",1800,5045
1713,C,Build Permutation,"['constructive algorithms', 'dp', 'math']",1200,15068
1713,B,Optimal Reduction,"['constructive algorithms', 'sortings']",1000,19150
1713,A,Traveling Salesman Problem,"['geometry', 'greedy', 'implementation']",800,20770
1712,F,Triameter,"['binary search', 'data structures', 'dfs and similar', 'trees']",3200,221
1712,E2,LCM Sum (hard version),"['brute force', 'data structures', 'math', 'number theory', 'two pointers']",2500,1001
1712,E1,LCM Sum (easy version),"['binary search', 'brute force', 'combinatorics', 'math', 'number theory', 'two pointers']",2300,1804
1712,D,Empty Graph,"['binary search', 'constructive algorithms', 'data structures', 'greedy', 'shortest paths']",2000,3853
1712,C,Sort Zero,"['greedy', 'sortings']",1100,17656
1712,B,Woeful Permutation,"['constructive algorithms', 'greedy', 'number theory']",800,20450
1712,A,Wonderful Permutation,"['greedy', 'implementation']",800,22793
1711,B,Party,"['brute force', 'graphs']",1300,12142
1711,A,Perfect Permutation,['constructive algorithms'],800,23607
1710,E,Two Arrays,"['binary search', 'games', 'graph matchings']",2400,393
1710,D,Recover the Tree,"['constructive algorithms', 'trees']",3400,355
1710,C,XOR Triangle,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'greedy', 'math']",2500,1125
1710,B,Rain,"['binary search', 'brute force', 'data structures', 'geometry', 'greedy', 'implementation', 'math']",2100,2112
1710,A,Color the Picture,"['constructive algorithms', 'greedy', 'math']",1500,9643
1709,F,Multiset of Strings,"['bitmasks', 'brute force', 'dp', 'fft', 'flows', 'graphs', 'math', 'meet-in-the-middle', 'trees']",2500,475
1709,E,XOR Tree,"['bitmasks', 'data structures', 'dfs and similar', 'dsu', 'greedy', 'trees']",2400,1874
1709,D,Rorororobot,"['binary search', 'data structures', 'greedy', 'math']",1700,7169
1709,C,Recover an RBS,"['constructive algorithms', 'greedy', 'implementation', 'strings']",1800,7676
1709,B,Also Try Minecraft,"['data structures', 'dp', 'implementation']",900,20093
1709,A,Three Doors,"['brute force', 'greedy', 'implementation', 'math']",800,26823
1708,B,Difference of GCDs,"['constructive algorithms', 'math']",1100,17739
1708,A,Difference Operations,"['greedy', 'math']",800,20670
1707,F,Bugaboo,"['bitmasks', 'constructive algorithms', 'dp', 'number theory']",3500,119
1707,E,Replace,"['binary search', 'data structures']",3500,402
1707,D,Partial Virtual Trees,"['combinatorics', 'dfs and similar', 'dp', 'math', 'trees']",3000,461
1707,C,DFS Trees,"['dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings', 'trees']",2400,1161
1707,B,Difference Array,"['brute force', 'data structures', 'implementation', 'sortings']",1900,4987
1707,A,Doremy's IQ,"['binary search', 'constructive algorithms', 'greedy', 'implementation']",1600,11360
1706,E,Qpwoeirut and Vertices,"['binary search', 'data structures', 'dfs and similar', 'divide and conquer', 'dsu', 'greedy', 'trees']",2300,1938
1706,D2,Chopping Carrots (Hard Version),"['brute force', 'constructive algorithms', 'data structures', 'dp', 'greedy', 'math', 'number theory', 'two pointers']",2400,1456
1706,D1,Chopping Carrots (Easy Version),"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'number theory']",1700,6014
1706,C,Qpwoeirut And The City,"['dp', 'flows', 'greedy', 'implementation']",1400,12968
1706,B,Making Towers,"['dp', 'greedy', 'math']",1100,15335
1706,A,Another String Minimization Problem,"['2-sat', 'constructive algorithms', 'greedy', 'string suffix structures', 'strings']",800,21624
1705,F,Mark and the Online Exam,"['bitmasks', 'constructive algorithms', 'interactive', 'probabilities']",2900,488
1705,E,Mark and Professor Koro,"['binary search', 'bitmasks', 'brute force', 'combinatorics', 'data structures', 'greedy']",2300,1737
1705,D,Mark and Lightbulbs,"['combinatorics', 'constructive algorithms', 'greedy', 'math', 'sortings']",1800,5513
1705,C,Mark and His Unfinished Essay,"['brute force', 'implementation']",1400,11873
1705,B,Mark the Dust Sweeper,"['constructive algorithms', 'greedy', 'implementation']",900,20465
1705,A,Mark the Photographer,"['greedy', 'sortings']",800,23472
1704,H2,Game of AI (hard version),"['combinatorics', 'fft', 'math']",3500,61
1704,H1,Game of AI (easy version),"['combinatorics', 'constructive algorithms', 'dp', 'fft', 'math']",3200,142
1704,G,Mio and Lucky Array,"['constructive algorithms', 'fft', 'math', 'strings']",3500,80
1704,F,Colouring Game,"['constructive algorithms', 'dp', 'games']",2600,728
1704,E,Count Seconds,"['brute force', 'constructive algorithms', 'dp', 'graphs', 'implementation', 'math']",2200,2013
1704,D,Magical Array,"['constructive algorithms', 'hashing', 'implementation', 'math']",1900,4452
1704,C,Virus,"['greedy', 'implementation', 'sortings']",1200,12322
1704,B,Luke is a Foodie,"['brute force', 'greedy', 'implementation']",1000,14426
1704,A,Two 0-1 Sequences,"['constructive algorithms', 'greedy']",800,15190
1703,G,"Good Key, Bad Key","['bitmasks', 'brute force', 'dp', 'greedy', 'math']",1600,8235
1703,F,Yet Another Problem About Pairs Satisfying an Inequality,"['binary search', 'data structures', 'dp', 'greedy', 'sortings']",1300,14767
1703,E,Mirror Grid,['implementation'],1200,14326
1703,D,Double Strings,"['brute force', 'data structures', 'strings']",1100,20701
1703,C,Cypher,"['brute force', 'implementation', 'strings']",800,30219
1703,B,ICPC Balloons,"['data structures', 'implementation']",800,36743
1703,A,YES or YES?,"['brute force', 'implementation', 'strings']",800,46850
1702,G2,Passable Paths (hard version),"['data structures', 'dfs and similar', 'trees']",2000,3534
1702,G1,Passable Paths (easy version),"['dfs and similar', 'trees']",1900,4316
1702,F,Equate Multisets,"['constructive algorithms', 'data structures', 'greedy', 'math', 'number theory']",1700,6934
1702,E,Split Into Two Sets,"['dfs and similar', 'dsu', 'graphs']",1600,10066
1702,D,Not a Cheap String,['greedy'],1000,20527
1702,C,Train and Queries,"['data structures', 'greedy']",1100,18905
1702,B,Polycarp Writes a String from Memory,['greedy'],800,24849
1702,A,Round Down the Price,['constructive algorithms'],800,30121
1701,F,Points,"['combinatorics', 'data structures', 'implementation', 'math', 'matrices']",2500,766
1701,E,Text Editor,"['brute force', 'dp', 'greedy', 'strings']",2500,978
1701,D,Permutation Restoration,"['binary search', 'data structures', 'greedy', 'math', 'sortings', 'two pointers']",1900,5003
1701,C,Schedule Management,"['binary search', 'greedy', 'implementation', 'two pointers']",1400,13619
1701,B,Permutation,['greedy'],800,19346
1701,A,Grass Field,['implementation'],800,24396
1700,F,Puzzle,"['constructive algorithms', 'dp', 'greedy']",2600,718
1700,E,Serega the Pirate,"['brute force', 'constructive algorithms']",2600,729
1700,D,River Locks,"['binary search', 'dp', 'greedy', 'math']",1900,5194
1700,C,Helping the Nature,"['constructive algorithms', 'data structures', 'greedy']",1700,9406
1700,B,Palindromic Numbers,"['constructive algorithms', 'implementation', 'math']",1100,16877
1700,A,Optimal Path,"['constructive algorithms', 'greedy', 'math']",800,21572
1699,E,Three Days Grace,"['data structures', 'dp', 'greedy', 'math', 'number theory', 'two pointers']",2600,916
1699,D,Almost Triple Deletions,"['data structures', 'dp', 'greedy']",2300,2771
1699,C,The Third Problem,"['combinatorics', 'constructive algorithms', 'math']",1700,8547
1699,B,Almost Ternary Matrix,"['bitmasks', 'constructive algorithms', 'matrices']",900,17778
1699,A,The Third Three Number Problem,"['constructive algorithms', 'math']",800,22616
1698,G,Long Binary String,"['bitmasks', 'math', 'matrices', 'meet-in-the-middle', 'number theory']",2900,252
1698,F,Equal Reversal,"['constructive algorithms', 'graphs', 'implementation', 'math']",2800,479
1698,E,PermutationForces II,"['brute force', 'combinatorics', 'greedy', 'sortings', 'trees', 'two pointers']",2300,1462
1698,D,Fixed Point Guessing,"['binary search', 'constructive algorithms', 'interactive']",1600,7717
1698,C,3SUM Closure,"['brute force', 'data structures']",1300,15971
1698,B,Rising Sand,"['constructive algorithms', 'greedy', 'implementation']",800,20005
1698,A,XOR Mixup,"['bitmasks', 'brute force']",800,25109
1697,F,Too Many Constraints,"['2-sat', 'constructive algorithms', 'graphs', 'implementation']",2800,396
1697,E,Coloring,"['brute force', 'combinatorics', 'constructive algorithms', 'dp', 'geometry', 'graphs', 'greedy', 'implementation', 'math']",2400,1050
1697,D,Guess The String,"['binary search', 'constructive algorithms', 'interactive']",1900,3860
1697,C,awoo's Favorite Problem,"['binary search', 'constructive algorithms', 'data structures', 'greedy', 'implementation', 'strings', 'two pointers']",1400,12593
1697,B,Promo,"['greedy', 'sortings']",900,22311
1697,A,Parkway Walk,"['greedy', 'implementation']",800,24281
1696,H,Maximum Product?,"['brute force', 'combinatorics', 'dp', 'greedy', 'implementation', 'math', 'two pointers']",3500,111
1696,G,Fishingprince Plays With Array Again,"['brute force', 'data structures', 'geometry', 'math']",3300,201
1696,F,Tree Recovery,"['brute force', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'trees']",2600,763
1696,E,Placing Jinas,"['combinatorics', 'math']",2000,3397
1696,D,Permutation Graph,"['binary search', 'constructive algorithms', 'data structures', 'divide and conquer', 'greedy', 'shortest paths']",1900,4721
1696,C,Fishingprince Plays With Array,"['constructive algorithms', 'greedy', 'implementation', 'math']",1400,10477
1696,B,NIT Destroys the Universe,['greedy'],900,17190
1696,A,NIT orz!,"['bitmasks', 'greedy']",800,17182
1695,E,Ambiguous Dominoes,"['constructive algorithms', 'dfs and similar', 'graphs']",2700,371
1695,D2,Tree Queries (Hard Version),"['constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']",2300,1686
1695,D1,Tree Queries (Easy Version),"['brute force', 'constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']",2200,1850
1695,C,Zero Path,"['brute force', 'data structures', 'dp', 'graphs', 'greedy', 'shortest paths']",1700,9061
1695,B,Circle Game,"['games', 'greedy']",1000,16847
1695,A,Subrectangle Guess,['games'],800,15566
1694,B,Paranoid String,"['constructive algorithms', 'greedy']",1200,16780
1694,A,Creep,"['greedy', 'implementation']",800,21157
1693,F,I Might Be Wrong,"['binary search', 'greedy', 'two pointers']",3400,222
1693,E,Outermost Maximums,"['data structures', 'greedy']",3400,263
1693,D,Decinc Dividing,"['brute force', 'data structures', 'divide and conquer', 'dp', 'greedy']",2800,628
1693,C,Keshi in Search of AmShZ,"['graphs', 'greedy', 'shortest paths']",2300,2054
1693,B,Fake Plastic Trees,"['dfs and similar', 'dp', 'greedy', 'trees']",1700,7133
1693,A,Directional Increase,['greedy'],1300,14218
1692,H,Gambling,"['data structures', 'dp', 'greedy', 'math']",1700,5945
1692,G,2^Sort,"['data structures', 'dp', 'sortings', 'two pointers']",1400,12820
1692,F,3SUM,"['brute force', 'math']",1300,16936
1692,E,Binary Deque,"['binary search', 'implementation', 'two pointers']",1200,16193
1692,D,The Clock,"['brute force', 'implementation']",1100,16664
1692,C,Where's the Bishop?,['implementation'],800,28496
1692,B,All Distinct,"['greedy', 'sortings']",800,28715
1692,A,Marathon,['implementation'],800,45699
1691,F,K-Set Tree,"['combinatorics', 'dfs and similar', 'dp', 'math', 'trees']",2500,785
1691,E,Number of Groups,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings']",2300,1553
1691,D,Max GEQ Sum,"['binary search', 'constructive algorithms', 'data structures', 'divide and conquer', 'implementation', 'two pointers']",1800,4693
1691,C,Sum of Substrings,"['brute force', 'constructive algorithms', 'greedy', 'math', 'strings']",1400,13672
1691,B,Shoe Shuffling,"['constructive algorithms', 'greedy', 'implementation', 'two pointers']",1000,19114
1691,A,Beat The Odds,"['brute force', 'greedy', 'math']",800,27325
1690,G,Count the Trains,"['binary search', 'data structures', 'greedy', 'sortings']",2000,2763
1690,F,Shifting String,"['graphs', 'math', 'number theory', 'strings']",1700,5921
1690,E,Price Maximization,"['binary search', 'greedy', 'math', 'two pointers']",1500,12581
1690,D,Black and White Stripe,"['implementation', 'two pointers']",1000,21986
1690,C,Restoring the Duration of Tasks,"['data structures', 'greedy', 'implementation']",800,23602
1690,B,Array Decrements,"['greedy', 'implementation']",800,23102
1690,A,Print a Pedestal (Codeforces logo?),"['constructive algorithms', 'greedy']",800,30170
1689,E,ANDfinity,"['bitmasks', 'brute force', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs']",2500,1024
1689,D,Lena and Matrix,"['data structures', 'dp', 'geometry', 'shortest paths']",1900,3605
1689,C,Infected Tree,"['dfs and similar', 'dp', 'trees']",1600,8846
1689,B,Mystic Permutation,"['data structures', 'greedy']",900,15923
1689,A,Lex String,"['brute force', 'greedy', 'implementation', 'sortings', 'two pointers']",800,15623
1688,C,Manipulating History,"['constructive algorithms', 'greedy', 'strings']",1700,7258
1688,B,Patchouli's Magical Talisman,"['bitmasks', 'constructive algorithms', 'greedy', 'sortings']",800,17021
1688,A,Cirno's Perfect Bitmasks Classroom,"['bitmasks', 'brute force']",800,19018
1687,F,Koishi's Unconscious Permutation,"['fft', 'math']",3500,67
1687,E,Become Big For Me,"['combinatorics', 'constructive algorithms', 'greedy', 'math', 'number theory']",3500,180
1687,D,Cute number,"['binary search', 'brute force', 'data structures', 'dsu', 'implementation', 'math']",2900,471
1687,C,Sanae and Giant Robot,"['binary search', 'brute force', 'data structures', 'dsu', 'greedy', 'sortings']",2500,1198
1687,B,Railway System,"['constructive algorithms', 'graphs', 'greedy', 'interactive', 'sortings']",1700,3136
1687,A,The Enchanted Forest,"['brute force', 'greedy']",1600,8931
1686,B,Odd Subarrays,"['dp', 'greedy']",800,17039
1686,A,Everything Everywhere All But One,['greedy'],800,19565
1685,E,The Ultimate LIS Problem,"['data structures', 'greedy']",3500,106
1685,D2,Permutation Weight (Hard Version),"['constructive algorithms', 'greedy']",3500,83
1685,D1,Permutation Weight (Easy Version),"['constructive algorithms', 'dfs and similar', 'dsu']",2800,371
1685,C,Bring Balance,"['brute force', 'constructive algorithms', 'greedy']",2600,767
1685,B,Linguistics,"['greedy', 'implementation', 'sortings', 'strings']",2000,2836
1685,A,Circular Local MiniMax,"['constructive algorithms', 'greedy', 'sortings']",1100,15428
1684,H,Hard Cut,"['constructive algorithms', 'dfs and similar', 'divide and conquer', 'math']",3400,203
1684,G,Euclid Guess,"['constructive algorithms', 'flows', 'graph matchings', 'math', 'number theory']",2800,485
1684,F,Diverse Segments,"['data structures', 'two pointers']",2600,751
1684,E,MEX vs DIFF,"['binary search', 'brute force', 'constructive algorithms', 'data structures', 'greedy', 'two pointers']",2100,2744
1684,D,Traps,"['constructive algorithms', 'greedy', 'sortings']",1700,8361
1684,C,Column Swapping,"['brute force', 'constructive algorithms', 'greedy', 'implementation', 'sortings']",1400,11032
1684,B,Z mod X = C,"['constructive algorithms', 'math']",800,19614
1684,A,Digit Minimization,"['constructive algorithms', 'games', 'math', 'strings']",800,22249
1682,F,MCMF?,"['data structures', 'flows', 'graphs', 'greedy', 'sortings', 'two pointers']",2700,244
1682,E,Unordered Swaps,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'math', 'sortings', 'trees']",2700,475
1682,D,Circular Spanning Tree,"['constructive algorithms', 'implementation', 'trees']",2000,2863
1682,C,LIS or Reverse LIS?,"['constructive algorithms', 'greedy', 'implementation', 'math']",1400,12675
1682,B,AND Sorting,"['bitmasks', 'constructive algorithms', 'sortings']",1100,15351
1682,A,Palindromic Indices,"['greedy', 'strings']",800,18323
1681,F,Unique Occurrences,"['data structures', 'dfs and similar', 'divide and conquer', 'dp', 'dsu', 'trees']",2300,1208
1681,E,Labyrinth Adventures,"['data structures', 'dp', 'matrices', 'shortest paths']",2600,581
1681,D,Required Length,"['brute force', 'dfs and similar', 'dp', 'hashing', 'shortest paths']",1700,8200
1681,C,Double Sort,"['implementation', 'sortings']",1200,15386
1681,B,Card Trick,"['implementation', 'math']",800,18952
1681,A,Game with Cards,"['games', 'greedy']",800,20008
1680,F,Lenient Vertex Cover,"['dfs and similar', 'divide and conquer', 'dsu', 'graphs', 'trees']",2600,429
1680,E,Moving Chips,"['bitmasks', 'dp', 'greedy']",2000,3240
1680,D,Dog Walking,"['brute force', 'greedy', 'math']",2400,978
1680,C,Binary String,"['binary search', 'greedy', 'strings', 'two pointers']",1600,8265
1680,B,Robots,['implementation'],800,17417
1680,A,Minimums and Maximums,"['brute force', 'math']",800,20092
1679,F,Formalism for Formalism,"['bitmasks', 'dp', 'math']",2600,400
1679,E,Typical Party in Dorm,"['bitmasks', 'combinatorics', 'dp', 'strings']",2400,955
1679,D,Toss a Coin to Your Graph...,"['binary search', 'dfs and similar', 'dp', 'graphs']",1900,3837
1679,C,Rooks Defenders,"['data structures', 'implementation']",1400,8971
1679,B,Stone Age Problem,"['data structures', 'implementation']",1200,14785
1679,A,AvtoBus,"['brute force', 'greedy', 'math', 'number theory']",900,18990
1678,B2,Tokitsukaze and Good 01-String (hard version),"['dp', 'greedy', 'implementation']",1800,5792
1678,B1,Tokitsukaze and Good 01-String (easy version),['implementation'],800,15064
1678,A,Tokitsukaze and All Zero Sequence,['implementation'],800,17304
1677,F,Tokitsukaze and Gems,"['dp', 'math']",3500,78
1677,E,Tokitsukaze and Beautiful Subsegments,['data structures'],2900,396
1677,D,Tokitsukaze and Permutations,"['dp', 'math']",2500,1001
1677,C,Tokitsukaze and Two Colorful Tapes,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy']",1900,2940
1677,B,Tokitsukaze and Meeting,"['data structures', 'implementation', 'math']",1700,3546
1677,A,Tokitsukaze and Strange Inequality,"['brute force', 'data structures', 'dp']",1600,7272
1676,H2,Maximum Crossings (Hard Version),"['data structures', 'divide and conquer', 'sortings']",1500,8370
1676,H1,Maximum Crossings (Easy Version),['brute force'],1400,11311
1676,G,White-Black Balanced Subtrees,"['dfs and similar', 'dp', 'graphs', 'trees']",1300,11380
1676,F,Longest Strike,"['data structures', 'greedy', 'implementation', 'sortings', 'two pointers']",1300,13407
1676,E,Eating Queries,"['binary search', 'greedy', 'sortings']",1100,20356
1676,D,X-Sum,"['brute force', 'greedy', 'implementation']",1000,20709
1676,C,Most Similar Words,"['brute force', 'greedy', 'implementation', 'implementation', 'math', 'strings']",800,25315
1676,B,Equal Candies,"['greedy', 'math', 'sortings']",800,36870
1676,A,Lucky?,['implementation'],800,44078
1675,G,Sorting Pancakes,['dp'],2300,1353
1675,F,Vlad and Unfinished Business,"['dfs and similar', 'dp', 'greedy', 'trees']",1800,4236
1675,E,"Replace With the Previous, Minimize","['dsu', 'greedy', 'strings']",1500,8756
1675,D,Vertical Paths,"['graphs', 'implementation', 'trees']",1300,11029
1675,C,Detective Task,['implementation'],1100,16200
1675,B,Make It Increasing,"['greedy', 'implementation']",900,21194
1675,A,Food for Animals,"['greedy', 'math']",800,28128
1674,G,Remove Directed Edges,"['dfs and similar', 'dp', 'graphs']",2000,2064
1674,F,Desktop Rearrangement,"['data structures', 'greedy', 'implementation']",1800,4328
1674,E,Breaking the Wall,"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'math']",2000,5367
1674,D,A-B-C Sort,"['constructive algorithms', 'implementation', 'sortings']",1200,14073
1674,C,Infinite Replacement,"['combinatorics', 'implementation', 'strings']",1000,20503
1674,B,Dictionary,"['combinatorics', 'math']",800,23345
1674,A,Number Transformation,"['constructive algorithms', 'math']",800,23605
1673,F,Anti-Theft Road Planning,"['bitmasks', 'constructive algorithms', 'divide and conquer', 'greedy', 'interactive', 'math']",2400,682
1673,E,Power or XOR?,"['bitmasks', 'combinatorics', 'math', 'number theory']",2500,586
1673,D,Lost Arithmetic Progression,"['combinatorics', 'math', 'number theory']",1900,2914
1673,C,Palindrome Basis,"['brute force', 'dp', 'math', 'number theory']",1500,10012
1673,B,A Perfectly Balanced String?,"['brute force', 'greedy', 'strings']",1100,13185
1673,A,Subtle Substring Subtraction,"['games', 'greedy', 'strings']",800,17588
1672,I,PermutationForces,"['data structures', 'greedy']",3000,113
1672,H,Zigu Zagu,"['constructive algorithms', 'data structures', 'greedy']",2700,792
1672,G,Cross Xor,"['constructive algorithms', 'graphs', 'math', 'matrices']",3200,242
1672,F2,Checker for Array Shuffling,"['constructive algorithms', 'dfs and similar', 'graphs']",2800,664
1672,F1,Array Shuffling,"['constructive algorithms', 'graphs', 'greedy']",2000,2671
1672,E,notepad.exe,"['binary search', 'constructive algorithms', 'greedy', 'interactive']",2200,1926
1672,D,Cyclic Rotation,"['constructive algorithms', 'greedy', 'implementation', 'two pointers']",1700,5443
1672,C,Unequal Array,"['constructive algorithms', 'greedy', 'implementation']",1100,12166
1672,B,I love AAAB,"['constructive algorithms', 'implementation']",800,14841
1672,A,Log Chopping,"['games', 'implementation', 'math']",800,15232
1671,F,Permutation Counting,"['brute force', 'combinatorics', 'dp', 'fft', 'math']",2700,272
1671,E,Preorder,"['combinatorics', 'divide and conquer', 'dp', 'dsu', 'hashing', 'sortings', 'trees']",2100,2390
1671,D,Insert a Progression,"['brute force', 'constructive algorithms', 'greedy']",1600,6480
